frame,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,target
1.0,0.5004932284355164,0.2038879543542862,0.5215623378753662,0.3197163939476013,0.453122466802597,0.3237903714179992,0
2.0,0.5014969110488892,0.2175260335206985,0.5238094925880432,0.3340343534946441,0.4541335999965668,0.3491117358207702,0
3.0,0.50235915184021,0.2278473675251007,0.5314655900001526,0.3400290906429291,0.4661402702331543,0.3689131140708923,0
4.0,0.5106172561645508,0.2244551926851272,0.552884042263031,0.3265773952007293,0.5029537081718445,0.3615798652172088,0
5.0,0.5161458253860474,0.2215785831212997,0.5614355206489563,0.3056395649909973,0.5153623223304749,0.3601429164409637,0
6.0,0.5205145478248596,0.2114436626434326,0.5727089643478394,0.2947543859481811,0.5258060097694397,0.3347029983997345,0
7.0,0.5253651738166809,0.2026646435260772,0.5805177688598633,0.2846246659755707,0.5324522852897644,0.324634701013565,0
8.0,0.5290434956550598,0.1996844708919525,0.5849255919456482,0.2792644798755646,0.536919891834259,0.323387861251831,0
9.0,0.538158118724823,0.2050636708736419,0.587951123714447,0.281129777431488,0.5370592474937439,0.3370535373687744,0
10.0,0.5431594848632812,0.2197412550449371,0.58717280626297,0.3110049068927765,0.5352184176445007,0.3518904149532318,0
11.0,0.5428147912025452,0.2236821204423904,0.5828230381011963,0.3290028274059295,0.5252690315246582,0.3647739887237549,0
12.0,0.5445331931114197,0.2219728529453277,0.575774073600769,0.333164632320404,0.5087158679962158,0.3590480983257293,0
13.0,0.5430840253829956,0.2152226120233535,0.5617892146110535,0.3294171690940857,0.4966644048690796,0.3262131214141845,0
14.0,0.5405455231666565,0.1931524127721786,0.5448406338691711,0.308174192905426,0.4917489290237427,0.2813230156898498,0
15.0,0.5395576357841492,0.1816673427820205,0.5428927540779114,0.2970488667488098,0.4910267889499664,0.2707812786102295,0
16.0,0.5389571785926819,0.1800606697797775,0.5436508655548096,0.2887372970581054,0.4906552731990814,0.27140012383461,0
17.0,0.5403479337692261,0.1838686615228653,0.547340452671051,0.2936543226242065,0.4924687147140503,0.2838335335254669,0
18.0,0.5424950122833252,0.1874855756759643,0.556629478931427,0.3118626475334167,0.4938539564609527,0.3105232417583465,0
19.0,0.5487472414970398,0.2005559206008911,0.5777512192726135,0.3208978772163391,0.5203131437301636,0.3409875333309173,0
20.0,0.5543067455291748,0.2011540383100509,0.5948365330696106,0.3159024119377136,0.5399818420410156,0.3364818394184112,0
21.0,0.5590387582778931,0.1981101036071777,0.6047532558441162,0.2986343502998352,0.5497073531150818,0.3360830247402191,0
22.0,0.5631426572799683,0.1895649135112762,0.6106910705566406,0.2840568721294403,0.5613566040992737,0.3196625113487243,0
23.0,0.566078245639801,0.1831983923912048,0.6172370314598083,0.2706506550312042,0.5687558054924011,0.3120567798614502,0
24.0,0.5696191191673279,0.1839022636413574,0.6212875247001648,0.2696453332901001,0.5733790993690491,0.3153809010982513,0
25.0,0.571388840675354,0.1844074875116348,0.6234130859375,0.2766006886959076,0.5732576847076416,0.3265422582626343,0
26.0,0.571868360042572,0.1989416927099228,0.6214765906333923,0.2886886298656463,0.5711575746536255,0.3432117402553558,0
27.0,0.5731567144393921,0.205637902021408,0.6175317168235779,0.3081035912036896,0.5627862215042114,0.3587442636489868,0
28.0,0.5730920433998108,0.2066535055637359,0.6150370836257935,0.3200368583202362,0.5482981204986572,0.3531725108623504,0
29.0,0.5729783177375793,0.1973593831062317,0.5928980708122253,0.3152565062046051,0.5262967348098755,0.3045414388179779,0
30.0,0.5727143883705139,0.1849937736988067,0.5862336754798889,0.3097262680530548,0.524804949760437,0.2834373414516449,0
31.0,0.5723921060562134,0.1746363788843155,0.5810827612876892,0.2920793890953064,0.5230597853660583,0.2687359750270843,0
32.0,0.5723302364349365,0.1728892028331756,0.5804023742675781,0.285923033952713,0.5237635970115662,0.2665430903434753,0
33.0,0.5741938352584839,0.1728912889957428,0.5840822458267212,0.2867962419986725,0.5258945822715759,0.2773767113685608,0
34.0,0.5790084600448608,0.1912924945354461,0.5952919721603394,0.310728371143341,0.5273665189743042,0.3250768184661865,0
35.0,0.5829993486404419,0.2003137320280075,0.6102715134620667,0.3207704126834869,0.5397254824638367,0.3492774367332458,0
36.0,0.5893666744232178,0.1986306458711624,0.6216775178909302,0.3192664980888366,0.566420316696167,0.3443417847156524,0
37.0,0.5941531658172607,0.1938538253307342,0.6373277306556702,0.2968643009662628,0.5831121802330017,0.3367073833942413,0
38.0,0.5976307392120361,0.1828949302434921,0.6448758840560913,0.2743691504001617,0.5917589664459229,0.3152309656143188,0
39.0,0.6023162603378296,0.1731358170509338,0.6524744033813477,0.2518406510353088,0.6032485365867615,0.301211953163147,0
40.0,0.6029120683670044,0.172971710562706,0.6508530378341675,0.2543490827083587,0.6029594540596008,0.3026274740695953,0
41.0,0.6024627685546875,0.1746597588062286,0.6500623822212219,0.2608575522899627,0.6030431389808655,0.3073100447654724,0
42.0,0.6020963788032532,0.1862281262874603,0.648707926273346,0.2711930871009826,0.5968171954154968,0.3259220123291015,0
43.0,0.6013826727867126,0.202782392501831,0.6439164280891418,0.3035106658935547,0.5910781025886536,0.3473216295242309,0
44.0,0.6001721024513245,0.2061954736709594,0.6176963448524475,0.3208188712596893,0.5516231060028076,0.3399505913257599,0
45.0,0.5951265096664429,0.2038095742464065,0.6013870239257812,0.3140187859535217,0.5384167432785034,0.3177523016929626,0
46.0,0.5888469815254211,0.1936166286468505,0.5927073955535889,0.3090531527996063,0.5310381650924683,0.2936376929283142,0
47.0,0.5809177756309509,0.1829736679792404,0.5859004855155945,0.3073189854621887,0.5306583046913147,0.2788941562175751,0
48.0,0.5767115950584412,0.1765971928834915,0.5824178457260132,0.3008475601673126,0.5279459357261658,0.2725721895694732,0
49.0,0.575238049030304,0.1799474209547042,0.587172269821167,0.3042876124382019,0.5266111493110657,0.2729897499084472,0
50.0,0.5770372748374939,0.1920712441205978,0.5925466418266296,0.3127605319023132,0.529058039188385,0.3220327496528625,0
