frame,left_ear_x,left_ear_y,left_shoulder_x,left_shoulder_y,left_hip_x,left_hip_y,target
1.0,0.479216605424881,0.1360137462615966,0.5004932284355164,0.2038879543542862,0.5063730478286743,0.4357218742370605,0
2.0,0.4791626334190368,0.1435755789279937,0.5014969110488892,0.2175260335206985,0.5056172013282776,0.4508927762508392,0
3.0,0.4791933000087738,0.1497453302145004,0.50235915184021,0.2278473675251007,0.5044506192207336,0.4600084722042084,0
4.0,0.4818802177906036,0.149464339017868,0.5106172561645508,0.2244551926851272,0.5055896043777466,0.457256406545639,0
5.0,0.4845613837242126,0.1371088474988937,0.5161458253860474,0.2215785831212997,0.5126036405563354,0.4461435973644256,0
6.0,0.4891898930072784,0.1239831149578094,0.5205145478248596,0.2114436626434326,0.5179225206375122,0.428928941488266,0
7.0,0.4916456341743469,0.1178842931985855,0.5253651738166809,0.2026646435260772,0.5206536650657654,0.4193811416625976,0
8.0,0.4961882531642914,0.1174444779753685,0.5290434956550598,0.1996844708919525,0.5229740738868713,0.4189299046993255,0
9.0,0.5037506222724915,0.1182723268866539,0.538158118724823,0.2050636708736419,0.5260194540023804,0.4220554232597351,0
10.0,0.5070698857307434,0.1306411325931549,0.5431594848632812,0.2197412550449371,0.5291972160339355,0.4422548115253448,0
11.0,0.5093086957931519,0.1343092918395996,0.5428147912025452,0.2236821204423904,0.5329689383506775,0.4493920803070068,0
12.0,0.5116224884986877,0.1344429850578308,0.5445331931114197,0.2219728529453277,0.5374652147293091,0.4507656097412109,0
13.0,0.5111413598060608,0.1302834451198578,0.5430840253829956,0.2152226120233535,0.5403321981430054,0.4501886367797851,0
14.0,0.513396143913269,0.1183927208185195,0.5405455231666565,0.1931524127721786,0.5419166684150696,0.4241391718387604,0
15.0,0.5145204067230225,0.1104480922222137,0.5395576357841492,0.1816673427820205,0.5424696207046509,0.4135750234127044,0
16.0,0.5150895118713379,0.1084916442632675,0.5389571785926819,0.1800606697797775,0.5428794622421265,0.4088430404663086,0
17.0,0.5164465308189392,0.1108075752854347,0.5403479337692261,0.1838686615228653,0.542421281337738,0.4127374589443207,0
18.0,0.5178406238555908,0.1117922216653823,0.5424950122833252,0.1874855756759643,0.5432838797569275,0.4196758866310119,0
19.0,0.5215346217155457,0.1190294176340103,0.5487472414970398,0.2005559206008911,0.5431925654411316,0.4290665090084076,0
20.0,0.5222753286361694,0.1191932782530784,0.5543067455291748,0.2011540383100509,0.545091986656189,0.4297663569450378,0
21.0,0.5227305889129639,0.1143615767359733,0.5590387582778931,0.1981101036071777,0.5508660674095154,0.4218228161334991,0
22.0,0.526282787322998,0.1039162129163742,0.5631426572799683,0.1895649135112762,0.5560712218284607,0.4098853170871734,0
23.0,0.527754545211792,0.0986419841647148,0.566078245639801,0.1831983923912048,0.557580828666687,0.4010288119316101,0
24.0,0.5299508571624756,0.1004668027162551,0.5696191191673279,0.1839022636413574,0.5590723156929016,0.4051651656627655,0
25.0,0.5351007580757141,0.1033189445734024,0.571388840675354,0.1844074875116348,0.5581881999969482,0.4132250845432281,0
26.0,0.5377644896507263,0.1164102628827095,0.571868360042572,0.1989416927099228,0.5604787468910217,0.4320720732212066,0
27.0,0.5411503911018372,0.1242711842060089,0.5731567144393921,0.205637902021408,0.5638368725776672,0.4342645108699798,0
28.0,0.5429882407188416,0.1281018555164337,0.5730920433998108,0.2066535055637359,0.5693804621696472,0.4372491836547851,0
29.0,0.5437198281288147,0.1212591975927352,0.5729783177375793,0.1973593831062317,0.5755956768989563,0.4352082312107086,0
30.0,0.5459724068641663,0.1104906573891639,0.5727143883705139,0.1849937736988067,0.5760177373886108,0.4199847877025604,0
31.0,0.5480042099952698,0.1031589359045028,0.5723921060562134,0.1746363788843155,0.5763647556304932,0.4078257977962494,0
32.0,0.5490882992744446,0.1001342982053756,0.5723302364349365,0.1728892028331756,0.5777081251144409,0.4026529788970947,0
33.0,0.5510637164115906,0.0994356051087379,0.5741938352584839,0.1728912889957428,0.5798147916793823,0.4045692384243011,0
34.0,0.5563278198242188,0.107768028974533,0.5790084600448608,0.1912924945354461,0.5816577672958374,0.4252743124961853,0
35.0,0.5584107041358948,0.1133392751216888,0.5829993486404419,0.2003137320280075,0.5817747116088867,0.436204731464386,0
36.0,0.5595816373825073,0.1135214865207672,0.5893666744232178,0.1986306458711624,0.5829984545707703,0.4332163631916046,0
37.0,0.5608288645744324,0.1102735474705696,0.5941531658172607,0.1938538253307342,0.5864610075950623,0.427738755941391,0
38.0,0.5635182857513428,0.1010444909334182,0.5976307392120361,0.1828949302434921,0.5925161242485046,0.4117076396942138,0
39.0,0.5656821131706238,0.0909771770238876,0.6023162603378296,0.1731358170509338,0.5945651531219482,0.3992757797241211,0
40.0,0.5652169585227966,0.090846262872219,0.6029120683670044,0.172971710562706,0.5939152240753174,0.4019851982593536,0
41.0,0.5648574829101562,0.0931573137640953,0.6024627685546875,0.1746597588062286,0.5929774045944214,0.4026530981063843,0
42.0,0.5662215352058411,0.1013227626681327,0.6020963788032532,0.1862281262874603,0.5921966433525085,0.4202370643615722,0
43.0,0.5662001967430115,0.1170790940523147,0.6013826727867126,0.202782392501831,0.593032956123352,0.4402742981910705,0
44.0,0.5653988122940063,0.1232479065656662,0.6001721024513245,0.2061954736709594,0.5947033762931824,0.444737046957016,0
45.0,0.5633724927902222,0.1204165145754814,0.5951265096664429,0.2038095742464065,0.5951988697052002,0.4403604865074157,0
46.0,0.5610746145248413,0.1186546012759208,0.5888469815254211,0.1936166286468505,0.5948112607002258,0.4286864697933197,0
47.0,0.5591266751289368,0.112883061170578,0.5809177756309509,0.1829736679792404,0.5910874009132385,0.4181208908557892,0
