frame,left_ankle_x,left_ankle_y,left_knee_x,left_knee_y,left_hip_x,left_hip_y,target
1.0,0.5718416571617126,0.6764586567878723,0.5035464763641357,0.6158287525177002,0.5063730478286743,0.4357218742370605,0
2.0,0.5674415826797485,0.6796495318412781,0.4908017516136169,0.6248517632484436,0.5056172013282776,0.4508927762508392,0
3.0,0.5574910044670105,0.6924120783805847,0.4840016663074493,0.6242678761482239,0.5044506192207336,0.4600084722042084,0
4.0,0.5246615409851074,0.7267788648605347,0.4649946093559265,0.6050307154655457,0.5055896043777466,0.457256406545639,0
5.0,0.504945695400238,0.7437964677810669,0.4630003273487091,0.5842574238777161,0.5126036405563354,0.4461435973644256,0
6.0,0.4763050377368927,0.7603087425231934,0.4663094282150268,0.5715024471282959,0.5179225206375122,0.428928941488266,0
7.0,0.4656814634799957,0.7656909823417664,0.4704813659191131,0.5709647536277771,0.5206536650657654,0.4193811416625976,0
8.0,0.4668148756027221,0.7654789090156555,0.4735674262046814,0.5721426606178284,0.5229740738868713,0.4189299046993255,0
9.0,0.4922288954257965,0.7865903377532959,0.4912996292114258,0.5887992978096008,0.5260194540023804,0.4220554232597351,0
10.0,0.5079463720321655,0.7801145315170288,0.5022889971733093,0.6101464629173279,0.5291972160339355,0.4422548115253448,0
11.0,0.5383663177490234,0.7680379748344421,0.5120421648025513,0.6114439964294434,0.5329689383506775,0.4493920803070068,0
12.0,0.5625370144844055,0.7627165913581848,0.5302294492721558,0.6105665564537048,0.5374652147293091,0.4507656097412109,0
13.0,0.5873473286628723,0.7613947987556458,0.5475780367851257,0.6101822257041931,0.5403321981430054,0.4501886367797851,0
14.0,0.6144649386405945,0.7214586138725281,0.5685981512069702,0.591309666633606,0.5419166684150696,0.4241391718387604,0
15.0,0.6232888102531433,0.6997475624084473,0.5697980523109436,0.5836184024810791,0.5424696207046509,0.4135750234127044,0
16.0,0.6251341104507446,0.6818998456001282,0.5630525946617126,0.5850369334220886,0.5428794622421265,0.4088430404663086,0
17.0,0.622444748878479,0.6692878603935242,0.5523907542228699,0.5865708589553833,0.542421281337738,0.4127374589443207,0
18.0,0.6102237105369568,0.6583814024925232,0.5396915078163147,0.5986667275428772,0.5432838797569275,0.4196758866310119,0
19.0,0.5872751474380493,0.6752266883850098,0.5140426754951477,0.5947156548500061,0.5431925654411316,0.4290665090084076,0
20.0,0.5732635259628296,0.6835619807243347,0.504472017288208,0.5852010846138,0.545091986656189,0.4297663569450378,0
21.0,0.55039381980896,0.7046592235565186,0.5023143291473389,0.5639620423316956,0.5508660674095154,0.4218228161334991,0
22.0,0.5201820135116577,0.7315942049026489,0.5041836500167847,0.5454853177070618,0.5560712218284607,0.4098853170871734,0
23.0,0.5023502707481384,0.7436146140098572,0.5046847462654114,0.5469643473625183,0.557580828666687,0.4010288119316101,0
24.0,0.5063528418540955,0.7523931264877319,0.5066554546356201,0.5563101172447205,0.5590723156929016,0.4051651656627655,0
25.0,0.5202842354774475,0.774380087852478,0.5165931582450867,0.5739163160324097,0.5581881999969482,0.4132250845432281,0
26.0,0.5643202066421509,0.7587647438049316,0.5315955281257629,0.5937022566795349,0.5604787468910217,0.4320720732212066,0
27.0,0.5656837821006775,0.7604838609695435,0.5373708605766296,0.6050665378570557,0.5638368725776672,0.4342645108699798,0
28.0,0.5849789381027222,0.7538601160049438,0.5531018376350403,0.6057965755462646,0.5693804621696472,0.4372491836547851,0
29.0,0.6361095309257507,0.7523390650749207,0.5888826847076416,0.6016367077827454,0.5755956768989563,0.4352082312107086,0
30.0,0.6463013291358948,0.7161977291107178,0.6025015711784363,0.5900548696517944,0.5760177373886108,0.4199847877025604,0
31.0,0.6472182869911194,0.6668879985809326,0.6062456965446472,0.58210289478302,0.5763647556304932,0.4078257977962494,0
32.0,0.648657500743866,0.6055629849433899,0.6020887494087219,0.5820629596710205,0.5777081251144409,0.4026529788970947,0
33.0,0.6579835414886475,0.6504020690917969,0.5943878889083862,0.5834361910820007,0.5798147916793823,0.4045692384243011,0
34.0,0.6454681158065796,0.6680681109428406,0.5655221343040466,0.6011437177658081,0.5816577672958374,0.4252743124961853,0
35.0,0.6384727358818054,0.6727129817008972,0.5489875674247742,0.6036578416824341,0.5817747116088867,0.436204731464386,0
36.0,0.6264991164207458,0.7079197764396667,0.5422837734222412,0.5941792726516724,0.5829984545707703,0.4332163631916046,0
37.0,0.5956031084060669,0.7080639600753784,0.536296546459198,0.573749840259552,0.5864610075950623,0.427738755941391,0
38.0,0.5659418106079102,0.7129024863243103,0.5362641215324402,0.5458728075027466,0.5925161242485046,0.4117076396942138,0
39.0,0.5358799695968628,0.7251514792442322,0.5379142761230469,0.5426145195960999,0.5945651531219482,0.3992757797241211,0
40.0,0.5358039140701294,0.7328599095344543,0.539138674736023,0.5469145178794861,0.5939152240753174,0.4019851982593536,0
41.0,0.5456027984619141,0.759184718132019,0.5413179397583008,0.5547860860824585,0.5929774045944214,0.4026530981063843,0
42.0,0.5596950054168701,0.7562217116355896,0.5471194386482239,0.5822519659996033,0.5921966433525085,0.4202370643615722,0
43.0,0.5960867404937744,0.7183855175971985,0.5569393038749695,0.5935720205307007,0.593032956123352,0.4402742981910705,0
44.0,0.6289797425270081,0.7469940781593323,0.5829257369041443,0.6117298007011414,0.5947033762931824,0.444737046957016,0
45.0,0.6472350358963013,0.7537382245063782,0.6011927723884583,0.6169862151145935,0.5951988697052002,0.4403604865074157,0
46.0,0.6547076106071472,0.747481644153595,0.6113701462745667,0.6096780300140381,0.5948112607002258,0.4286864697933197,0
47.0,0.6591128706932068,0.6999532580375671,0.6157987117767334,0.5944461226463318,0.5910874009132385,0.4181208908557892,0
48.0,0.6630218029022217,0.6642419695854187,0.6112957000732422,0.5886178612709045,0.5877860188484192,0.4124008119106293,0
49.0,0.6464460492134094,0.6296330094337463,0.6052424311637878,0.5985003709793091,0.5865598320960999,0.413120687007904,0
50.0,0.6486911773681641,0.6613281965255737,0.5668761730194092,0.607246458530426,0.5832559466362,0.4241248071193695,0
51.0,0.6375261545181274,0.6686803698539734,0.5468962788581848,0.606634259223938,0.5790598392486572,0.4324805736541748,0
52.0,0.6122649908065796,0.6881592273712158,0.5371873378753662,0.6052642464637756,0.5772334337234497,0.4371815025806427,0
53.0,0.6042051911354065,0.7228914499282837,0.5298038721084595,0.5872541666030884,0.5785735249519348,0.4359872043132782,0
54.0,0.5333197712898254,0.7355887293815613,0.5211625695228577,0.5514612793922424,0.5793690085411072,0.4083705842494964,0
55.0,0.5149058699607849,0.7367352843284607,0.5212028622627258,0.5469967126846313,0.5775089263916016,0.3980506360530853,0
56.0,0.5056548714637756,0.7426488995552063,0.522891640663147,0.5470298528671265,0.5751211047172546,0.3924792110919952,0
57.0,0.51326984167099,0.7497882843017578,0.5256314873695374,0.5510748624801636,0.5744213461875916,0.3955225944519043,0
58.0,0.529680073261261,0.7611716389656067,0.5296722054481506,0.5612961649894714,0.5704423189163208,0.3984599113464355,0
