frame,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,target
1.0,0.4941130876541137,0.3030648231506347,0.6332828402519226,0.3350420594215393,0.5432020425796509,0.3949611783027649,1
2.0,0.496180385351181,0.3044577240943908,0.6332776546478271,0.3387663960456848,0.5413132309913635,0.3982146680355072,1
3.0,0.4987499713897705,0.3078197240829468,0.6326993107795715,0.3445392549037933,0.5377766489982605,0.4027612805366516,1
4.0,0.498947411775589,0.3103785514831543,0.6306038498878479,0.348314493894577,0.536682665348053,0.4067861437797546,1
5.0,0.4999391436576843,0.3135535418987274,0.6273161768913269,0.35475954413414,0.5333693027496338,0.4100574553012848,1
6.0,0.4998570382595062,0.3157862424850464,0.6237351298332214,0.3599530458450317,0.5316607356071472,0.4135125577449798,1
7.0,0.4998016655445099,0.3199728429317474,0.6189906001091003,0.3673538267612457,0.5219935774803162,0.4172664582729339,1
8.0,0.4996829032897949,0.3227221369743347,0.6146886348724365,0.3734069764614105,0.5085839033126831,0.4258995056152344,1
9.0,0.4976520538330078,0.3244550824165344,0.6063417196273804,0.3785605728626251,0.4984772503376007,0.4318305552005768,1
10.0,0.4973295927047729,0.3272117972373962,0.599639356136322,0.3847468495368957,0.490302711725235,0.4339011609554291,1
11.0,0.4973138570785522,0.3289583921432495,0.5923506021499634,0.3912294507026672,0.480917364358902,0.436051994562149,1
12.0,0.4939545094966888,0.3294905126094818,0.5810195803642273,0.3962178528308868,0.469104140996933,0.4380760192871094,1
13.0,0.4929531514644623,0.3306443393230438,0.5728963613510132,0.4004858136177063,0.461618959903717,0.4397636950016022,1
14.0,0.4929996132850647,0.3320922255516052,0.5685529708862305,0.4080232083797455,0.4530273973941803,0.4403707981109619,1
15.0,0.4923392534255981,0.3340770602226257,0.5663774013519287,0.4123657345771789,0.4493617713451385,0.4406017363071441,1
16.0,0.4909555315971374,0.3356062173843384,0.5608929395675659,0.4141926765441894,0.4436197578907013,0.4402459561824798,1
17.0,0.4910311698913574,0.3362700641155243,0.5553894639015198,0.4157975614070892,0.4383344948291778,0.4399436414241791,1
18.0,0.490331768989563,0.3364045917987823,0.5466880202293396,0.4149243831634521,0.436773419380188,0.439366728067398,1
19.0,0.487699806690216,0.3363823294639587,0.5388883948326111,0.4136734008789062,0.4341088235378265,0.4369754791259765,1
20.0,0.4848968982696533,0.336224764585495,0.5279910564422607,0.4121743142604828,0.4282765388488769,0.4316081404685974,1
21.0,0.4834401905536651,0.3348622918128967,0.5245537757873535,0.4124018549919128,0.4291039407253265,0.4267699718475342,1
22.0,0.4836878478527069,0.3323827385902405,0.5167420506477356,0.4113320410251617,0.4251327216625213,0.4191121160984039,1
23.0,0.4826287031173706,0.3293366432189941,0.5108851194381714,0.4112850129604339,0.4189586639404297,0.4119180738925934,1
24.0,0.4809349775314331,0.3261024355888366,0.505666196346283,0.4096415638923645,0.4176267385482788,0.4062399268150329,1
25.0,0.4791601896286011,0.3218824863433838,0.5041276216506958,0.4081934988498688,0.4167227447032928,0.4006323218345642,1
26.0,0.4783081412315368,0.3206138610839844,0.5004364252090454,0.4076200127601623,0.4149612486362457,0.3947089314460754,1
27.0,0.4775206744670868,0.3189144134521484,0.4972230792045593,0.4068919122219085,0.4167897403240204,0.3913280963897705,1
28.0,0.4768109619617462,0.3176399767398834,0.4923235177993774,0.404216855764389,0.4176620543003082,0.3868023753166199,1
29.0,0.4764648973941803,0.3157029747962951,0.489701896905899,0.3980336487293243,0.4180544018745422,0.3837201297283172,1
30.0,0.4761734902858734,0.3130123019218445,0.4873550534248352,0.3947254717350006,0.4184135794639587,0.3808833360671997,1
31.0,0.4760578274726867,0.3109598755836487,0.4856326580047607,0.3928323686122894,0.4188341796398163,0.3784467875957489,1
32.0,0.4751428365707397,0.3091488480567932,0.4840197563171386,0.3892624378204345,0.4205513000488281,0.3766129314899444,1
33.0,0.4746511280536651,0.3082332909107208,0.4820769727230072,0.3854906260967254,0.4237064719200134,0.3751372694969177,1
34.0,0.4733560383319855,0.3070069849491119,0.4835174977779388,0.3821626007556915,0.4266385436058044,0.3745928704738617,1
35.0,0.471814215183258,0.3056996166706085,0.4833029508590698,0.3802497982978821,0.4278895556926727,0.3743431568145752,1
36.0,0.4705492556095123,0.3055810034275055,0.4811477959156036,0.380016565322876,0.4286368787288666,0.3740878701210022,1
37.0,0.4690799415111542,0.30477175116539,0.4796693921089172,0.3803423345088959,0.4298107624053955,0.3745377659797668,1
38.0,0.4686627388000488,0.3043496012687683,0.4802336096763611,0.3811113238334656,0.4297973215579986,0.3751284480094909,1
39.0,0.4685174226760864,0.3042186498641968,0.47967129945755,0.381473571062088,0.4285855293273926,0.3757894337177276,1
40.0,0.4678842723369598,0.3038781285285949,0.4800479114055633,0.3803916573524475,0.4268881976604461,0.3760379552841186,1
41.0,0.4670597016811371,0.3031513392925262,0.4864106774330139,0.3791870474815368,0.4250813722610473,0.3768466413021087,1
42.0,0.4663852155208587,0.3026376962661743,0.4896923899650574,0.3778638839721679,0.4250518381595611,0.3809845745563507,1
43.0,0.4655725359916687,0.3013143539428711,0.4987158477306366,0.3735693693161011,0.4274578988552093,0.3855051100254059,1
44.0,0.4656590223312378,0.3010989129543304,0.5097082257270813,0.3745558261871338,0.4275413155555725,0.3911190629005432,1
45.0,0.465727686882019,0.3012630939483642,0.5138123631477356,0.3748434782028198,0.4278551638126373,0.3965426981449127,1
46.0,0.4657692313194275,0.302291601896286,0.5173296332359314,0.3750147223472595,0.4281894266605377,0.4018992781639099,1
47.0,0.4658164978027344,0.3050090670585632,0.5208191275596619,0.3753689527511596,0.4283343553543091,0.4079478681087494,1
48.0,0.4671345055103302,0.3079600930213928,0.5315232872962952,0.3759212493896484,0.4330444633960724,0.4164829850196838,1
49.0,0.467909961938858,0.3125653862953186,0.538104772567749,0.37761190533638,0.4395151436328888,0.4228562414646148,1
50.0,0.4679828584194183,0.3155437409877777,0.5426425337791443,0.38133105635643,0.4473179578781128,0.4285346865653991,1
51.0,0.4690558910369873,0.3187312483787536,0.5540761351585388,0.3861459791660309,0.4537369906902313,0.4323301315307617,1
52.0,0.4719234406948089,0.321806401014328,0.5611318945884705,0.3884341716766357,0.4634827375411987,0.4368933141231537,1
53.0,0.4737334847450256,0.3246129155158996,0.5629944801330566,0.3894921839237213,0.4690984487533569,0.442624419927597,1
54.0,0.4762578308582306,0.3258551955223083,0.5678462386131287,0.3908089399337768,0.4739894568920135,0.4476315081119537,1
55.0,0.4760622978210449,0.3260103762149811,0.5702077150344849,0.3903768956661224,0.4820396900177002,0.4535545706748962,1
56.0,0.4759137034416199,0.3271874785423279,0.571241021156311,0.3903230428695678,0.4926100969314575,0.4520919322967529,1
57.0,0.4779424369335174,0.3327484428882599,0.5779100656509399,0.3899444043636322,0.500745415687561,0.4541007876396179,1
58.0,0.4779807925224304,0.3318846821784973,0.5811910033226013,0.3890115618705749,0.5117184519767761,0.4535256028175354,1
59.0,0.4798472821712494,0.3315086364746094,0.5871824026107788,0.3859340846538543,0.5190367698669434,0.4516693949699402,1
60.0,0.4831675589084625,0.3321433663368225,0.5922233462333679,0.3818364143371582,0.5255600214004517,0.4503868222236633,1
61.0,0.4827528595924377,0.3317271173000335,0.592284619808197,0.3773684203624725,0.5296465754508972,0.4492362439632416,1
62.0,0.485785037279129,0.331139326095581,0.5962979793548584,0.3731320798397064,0.5362854599952698,0.4466926157474518,1
