frame,left_ear_x,left_ear_y,left_shoulder_x,left_shoulder_y,left_hip_x,left_hip_y,target
1.0,0.4348507225513458,0.2589980661869049,0.4941130876541137,0.3030648231506347,0.5126305222511292,0.4953436255455017,1
2.0,0.4352637827396393,0.2592703998088836,0.496180385351181,0.3044577240943908,0.5115879774093628,0.4949707388877868,1
3.0,0.4371330142021179,0.2599847614765167,0.4987499713897705,0.3078197240829468,0.5115480422973633,0.4949713349342346,1
4.0,0.4379885792732239,0.2611783146858215,0.498947411775589,0.3103785514831543,0.5111298561096191,0.4949679970741272,1
5.0,0.4392867684364319,0.2630310952663421,0.4999391436576843,0.3135535418987274,0.5111351013183594,0.4952479898929596,1
6.0,0.4397278726100921,0.2653513848781585,0.4998570382595062,0.3157862424850464,0.5108141899108887,0.4952868819236755,1
7.0,0.4398245811462402,0.2701694369316101,0.4998016655445099,0.3199728429317474,0.5108153820037842,0.495343267917633,1
8.0,0.4398016333580017,0.2725454270839691,0.4996829032897949,0.3227221369743347,0.5111138820648193,0.4964777827262878,1
9.0,0.4408998191356659,0.2754543423652649,0.4976520538330078,0.3244550824165344,0.5111332535743713,0.4974853098392486,1
10.0,0.4413897693157196,0.2793354392051697,0.4973295927047729,0.3272117972373962,0.5111410617828369,0.4979449808597564,1
11.0,0.4437212944030761,0.2828039824962616,0.4973138570785522,0.3289583921432495,0.5115686058998108,0.4987031817436218,1
12.0,0.4441477358341217,0.2844683825969696,0.4939545094966888,0.3294905126094818,0.5114738941192627,0.501285970211029,1
13.0,0.4453761577606201,0.2856041193008423,0.4929531514644623,0.3306443393230438,0.5122551321983337,0.5045979022979736,1
14.0,0.4455183744430542,0.2861981987953186,0.4929996132850647,0.3320922255516052,0.5156360864639282,0.5084606409072876,1
15.0,0.4456389248371124,0.286899596452713,0.4923392534255981,0.3340770602226257,0.5174189209938049,0.5128744840621948,1
16.0,0.4469656646251678,0.2866811454296112,0.4909555315971374,0.3356062173843384,0.5189812779426575,0.5122417211532593,1
17.0,0.4482846260070801,0.2859956920146942,0.4910311698913574,0.3362700641155243,0.5247184038162231,0.5117804408073425,1
18.0,0.448250412940979,0.2856273055076599,0.490331768989563,0.3364045917987823,0.5241098999977112,0.5114676356315613,1
19.0,0.4481939673423767,0.285360723733902,0.487699806690216,0.3363823294639587,0.5281406044960022,0.5130017995834351,1
20.0,0.4488865733146667,0.2851516008377075,0.4848968982696533,0.336224764585495,0.5328201055526733,0.5124350786209106,1
21.0,0.4490562081336975,0.285026878118515,0.4834401905536651,0.3348622918128967,0.5340479612350464,0.512140691280365,1
22.0,0.4492985308170318,0.2839210331439972,0.4836878478527069,0.3323827385902405,0.5413175225257874,0.512266993522644,1
23.0,0.4492757022380829,0.2816228866577148,0.4826287031173706,0.3293366432189941,0.5469198226928711,0.5123676061630249,1
24.0,0.4490795433521271,0.2790431678295135,0.4809349775314331,0.3261024355888366,0.5476799607276917,0.5122455954551697,1
25.0,0.4490653276443481,0.2765971422195434,0.4791601896286011,0.3218824863433838,0.5463687777519226,0.5103267431259155,1
26.0,0.4489766955375671,0.2741179466247558,0.4783081412315368,0.3206138610839844,0.5451182723045349,0.5082479119300842,1
27.0,0.4482873678207397,0.2715645432472229,0.4775206744670868,0.3189144134521484,0.5442870855331421,0.5061356425285339,1
28.0,0.4482220113277435,0.2690585255622864,0.4768109619617462,0.3176399767398834,0.54209965467453,0.5028092861175537,1
29.0,0.4481602013111114,0.2675555944442749,0.4764648973941803,0.3157029747962951,0.5390011668205261,0.49882572889328,1
30.0,0.4481459856033325,0.2660528421401977,0.4761734902858734,0.3130123019218445,0.5346398949623108,0.4964350759983063,1
31.0,0.4481272399425506,0.2643573880195617,0.4760578274726867,0.3109598755836487,0.5264052748680115,0.4947520792484283,1
32.0,0.4484442770481109,0.2632701396942138,0.4751428365707397,0.3091488480567932,0.5266194939613342,0.4933549463748932,1
33.0,0.4488439261913299,0.2622005343437195,0.4746511280536651,0.3082332909107208,0.5268199443817139,0.4929951131343841,1
34.0,0.4491471946239471,0.2609391510486603,0.4733560383319855,0.3070069849491119,0.520439624786377,0.4932095408439636,1
35.0,0.4494664072990417,0.2598597407341003,0.471814215183258,0.3056996166706085,0.5102350115776062,0.4929255545139313,1
36.0,0.4495048820972442,0.2597657442092895,0.4705492556095123,0.3055810034275055,0.5081992149353027,0.4916287958621979,1
37.0,0.449323445558548,0.2590456306934356,0.4690799415111542,0.30477175116539,0.5085507035255432,0.4902518391609192,1
38.0,0.4493642449378967,0.258145809173584,0.4686627388000488,0.3043496012687683,0.5092788934707642,0.4891335070133209,1
39.0,0.4494704902172088,0.2580305337905884,0.4685174226760864,0.3042186498641968,0.5106928944587708,0.4872360229492187,1
40.0,0.449414998292923,0.2579670250415802,0.4678842723369598,0.3038781285285949,0.5106958150863647,0.4868973195552826,1
41.0,0.4493792355060577,0.2582017779350281,0.4670597016811371,0.3031513392925262,0.5125486254692078,0.4869028925895691,1
42.0,0.4493241906166076,0.2583651542663574,0.4663852155208587,0.3026376962661743,0.5126795172691345,0.4854563176631927,1
43.0,0.4495387971401214,0.2584630846977234,0.4655725359916687,0.3013143539428711,0.5135331153869629,0.4840937554836273,1
44.0,0.4493763446807861,0.2584843039512634,0.4656590223312378,0.3010989129543304,0.5141652226448059,0.4841867089271545,1
45.0,0.4492072165012359,0.2595550417900085,0.465727686882019,0.3012630939483642,0.5152194499969482,0.4844039976596832,1
46.0,0.4489807486534118,0.2614848017692566,0.4657692313194275,0.302291601896286,0.5183162093162537,0.4868173599243164,1
47.0,0.4485647082328796,0.2647498250007629,0.4658164978027344,0.3050090670585632,0.5186408758163452,0.4927593767642975,1
48.0,0.4481958150863647,0.2677441239356994,0.4671345055103302,0.3079600930213928,0.5187265872955322,0.4935179650783539,1
49.0,0.447601854801178,0.271186500787735,0.467909961938858,0.3125653862953186,0.5183407068252563,0.4973615705966949,1
50.0,0.4475787281990051,0.275584876537323,0.4679828584194183,0.3155437409877777,0.5110238790512085,0.4992965757846832,1
51.0,0.4478377997875213,0.2786399722099304,0.4690558910369873,0.3187312483787536,0.5053326487541199,0.5019264221191406,1
52.0,0.4479348957538605,0.2817700803279876,0.4719234406948089,0.321806401014328,0.5041074156761169,0.5040022134780884,1
53.0,0.4479363262653351,0.2847928404808044,0.4737334847450256,0.3246129155158996,0.5049743056297302,0.5060615539550781,1
54.0,0.448015421628952,0.2866978943347931,0.4762578308582306,0.3258551955223083,0.5044422745704651,0.5080004334449768,1
55.0,0.4482105374336242,0.2872219085693359,0.4760622978210449,0.3260103762149811,0.5047881007194519,0.5088889002799988,1
56.0,0.4482549130916595,0.2876957058906555,0.4759137034416199,0.3271874785423279,0.5047547817230225,0.507979691028595,1
57.0,0.4495668709278106,0.2913607358932495,0.4779424369335174,0.3327484428882599,0.5049429535865784,0.5116649866104126,1
58.0,0.4506758451461792,0.2906945347785949,0.4779807925224304,0.3318846821784973,0.5050563812255859,0.5134994387626648,1
59.0,0.4532262980937958,0.2905128598213196,0.4798472821712494,0.3315086364746094,0.5048622488975525,0.5123318433761597,1
60.0,0.453280508518219,0.2900466024875641,0.4831675589084625,0.3321433663368225,0.5054534077644348,0.5118497610092163,1
61.0,0.4531199634075165,0.2895282506942749,0.4827528595924377,0.3317271173000335,0.5085340738296509,0.5117764472961426,1
62.0,0.4530876576900482,0.2892146110534668,0.485785037279129,0.331139326095581,0.5126187205314636,0.5115476250648499,1
63.0,0.4530570209026336,0.2890149056911468,0.4877888560295105,0.3307604193687439,0.5140917301177979,0.5133912563323975,1
64.0,0.4502214193344116,0.2871717810630798,0.4879054129123688,0.3296195864677429,0.5140371322631836,0.5131964087486267,1
65.0,0.4476697742938995,0.2843721508979797,0.4879266917705536,0.3273917436599731,0.5140108466148376,0.5135313272476196,1
66.0,0.4462171792984009,0.2808755934238434,0.4936326444149017,0.32396000623703,0.5174769759178162,0.5117465853691101,1
67.0,0.4451262652873993,0.2767642140388489,0.4976387023925781,0.320632666349411,0.5173534154891968,0.5071650147438049,1
68.0,0.4413800239562988,0.2743045389652252,0.5000119805335999,0.3170418441295624,0.5176248550415039,0.5066938400268555,1
69.0,0.4412803947925567,0.2710234820842743,0.4987797737121582,0.3142209947109222,0.5174484848976135,0.506259024143219,1
70.0,0.4410850405693054,0.267852634191513,0.4985583424568176,0.3113420605659485,0.5180866122245789,0.5028204917907715,1
